TOTEMPLOYEE,TOTVOLUNTEERS,TOTALREVPRIOR,TOTALREVCURRENT,SALARIESCURRENT
0,,263823,305909,0
0,,75650,133963,0
0,,132184,223469,0
23,15,278076,237687,129336
0,0,148538,135436,0
0,0,103425,99216,0
6,,1336652,1355031,253205
0,,242878,54404,0
18,8520,2429611,2332685,692702
36,644,4907915,5812814,1351316
0,0,157820,50905,0
24,40,1160748,1162138,561270
0,,67038,100934,0
0,100,1995599,1871110,197366
0,,0,0,0
8,,329604,365570,189258
0,,280759,281903,0
0,16,271703,404593,0
0,,166825,123720,0
0,,1003740,1012414,134880
213,90,10694318,11528473,6190640
1,,86370,96132,79605
4,100,1285781,263956,216489
0,5,693730,710506,0
4,7,553774,563093,103737
0,20,9813,17595,0
4,40,272072,287240,92310
2,,191784,191647,26270
0,21,81676,51233,0
0,,10000,208600,0
0,0,23941,22645,0
0,0,57344,49544,0
0,,0,122451,0
0,8,193227,151521,145136
2,40,81920,75956,33336
0,100,202541,178251,0
0,40,97472,508522,0
28,80,425057,430285,128883
0,15,94997,62450,48432
0,0,57798,59335,8933
2,,144598,123595,61366
,,,195994,0
,,,66266,48191
,,,85610,0
,,,59090,24623
,,,146576,0
,,,14003,0
,,,11624,0
,,,134664,0
,,,28073,27639
,,,0,0
,,,22475,0
,,,28092,0
,,,34388,0
,,,28137,3927
,,,71637,0
,,,33315,0
,,,105114,0
,,,39645,0
,,,59047,0
,,,99437,0
,,,0,0
,,,4200,0
,,,4717,0
,,,17563,0
,,,32232,12595
,,,101976,0
,,,87259,0
,,,71213,0
,,,19316,0
,,,43465,23228
,,,0,0
,,,71151,0
,,,40641,0
,,,90680,35444
,,,9718,0
,,,3255,0
,,,128746,0
,,,47620,0
,,,50465,12000
,,,56983,0
,,,12440,0
,,,18391,0
,,,0,0
,,,8670,0
,,,158019,0
,,,49447,0
,,,0,0
,,,195233,0
,,,76212,0
,,,48129,0
,,,21802,0
,,,5843,0
,,,30482,0
,,,6000,0
,,,22342,0
,,,15000,0
,,,143368,0
,,,91139,0
,,,2270,0
,,,116123,48420
,,,16650,0
,,,60905,0
,,,6080,0
,,,43001,0
1,50,232811,300424,0
32,2,867987,846091,577042
14,,203211,195798,140028
,,,43939,0
,,,3069,0
,,,103898,0
,,,68100,70000
,,,105695,0
,,,27004,0
,,,34000,0
,,,97442,0
,,,71394,0
,,,82185,0
,,,146453,0
,,,78726,30000
,,,1260,0
11,,342794,303751,78054
,,,1900,0
6,239,222572,275042,182214
,,,152711,92395
,,,40779,26694
89,,1201414,1238971,330204
,,,92734,0
,,,78419,0
,,,134315,0
,,,29295,0
,,,67477,0
0,50,0,217909,0
,,,147892,0
4,6,263068,176033,25362
,,,98400,0
,,,78088,29311
,,,101953,25804
0,25,35393,52887,0
0,6,258700,260165,0
0,,657682,64552,0
0,,128756,184420,0
0,,292230,270248,0
0,25,166447,209977,49345
0,0,100247,126100,0
8,60,382279,405038,155602
0,716,501932,516911,0
0,25,18897,26303,0
23,,479269,532324,388177
0,20,56791,65381,0
15,110,104523,223097,131715
0,15,206662,491221,0
3,0,304650,174906,58241
122,350,4372559,5134460,3646373
0,0,393388,436909,91133
37,200,366351,349465,164391
5,,803206,686578,149927
0,0,291869,191442,22400
0,,750060,1858033,0
4,10,596212,605768,351532
3,0,452908,466691,247474
0,1500,319850,341576,0
0,,50152,95416,0
38,951,2199630,2619829,1289260
0,45,506737,451261,700
,,,7500,0
,,,48439,1600
,,,168035,0
,,,85755,0
,,,3934,0
,,,137382,48779
,,,83923,0
,,,34419,17429
,,,72825,0
,,,78837,0
,,,52054,0
,,,7603,0
,,,81878,0
,,,105768,0
,,,148134,70118
,,,32671,0
,,,10681,0
,,,76846,0
,,,23566,0
,,,85676,54000
,,,116907,10574
,,,22104,0
,,,47126,0
,,,42161,0
,,,83604,0
,,,248,0
,,,54056,0
,,,49668,10999
,,,77806,0
,,,47478,0
,,,43224,0
,,,33694,2000
,,,196544,145000
,,,0,0
,,,121979,52162
,,,92802,0
0,4,133061,69284,0
0,,18268,38214,0
0,0,1892361,2603994,0
0,0,1067,511000,0
0,111,180253,191250,0
6,9,304136,364700,226371
0,100,150395,166977,0
0,,9883857,16946695,11708527
0,,3095,15,0
0,0,1075374,10159057,0
0,,333326,339454,0
28,0,592461,789456,467033
1,5,165597,226559,79906
0,200,147846,208762,1150
14,,550855,594499,280862
0,15,1225,4050,0
0,,0,238244,0
0,,14413,11387,0
0,,18566,11433,3180
17,130,629639,392309,391683
19,30,127207,111355,56307
4,5,0,214629,147007
0,5,17500,5000,0
0,18,9966,10530,0
4,3,0,997595,195501
0,0,174716,180260,61389
0,,194748,156075,0
45,60,41472586,5640512,3518359
39,,213246,229997,130722
14,7,584491,661534,407588
11,4,328937,305142,194787
0,3,102793,87962,0
22,,177994,207352,32000
59,90,1907655,1916286,1477779
0,8,34741,22209,0
11,0,128276,99034,116945
0,3,0,41879,6100
0,0,313160,270379,0
0,,58442,67694,0
0,95,0,94856,0
2,4,157410,145513,53860
4,,1136766,1283779,167645
5,45,323013,478298,435822
8,50,765949,1649922,514729
1,6,12939,158384,64938
11,3,219010,244148,157576
10,36,264886,288506,161743
,,,90204,0
,,,6438,0
,,,40905,26975
,,,79329,26830
,,,2978,0
,,,21941,0
,,,9455,0
,,,8973,0
,,,10550,6600
,,,39583,0
,,,4993,0
,,,13,0
,,,100,0
,,,4875,0
,,,35764,0
,,,54884,0
,,,26795,0
,,,32666,0
,,,6730,0
,,,3670,0
,,,173775,113832
,,,1601,0
,,,9371,8480
,,,125109,45294
,,,25953,0
,,,5085,0
,,,21738,12000
,,,31456,0
,,,82009,0
,,,55332,0
,,,17809,0
,,,100828,0
,,,114325,29708
,,,13222,0
,,,115201,0
,,,9191,0
,,,119620,0
,,,123319,0
,,,78250,33663
,,,31420,0
,,,9194,0
1,15,36849,69335,18999
0,50,126179,167885,0
0,7,746000,251062,0
0,,20803,18600,0
0,,9707,9055,0
,,,69543,0
,,,132858,0
2,0,342451,344629,67029
0,,9264,7135,0
,,,77346,42639
6,137,395358,288275,95090
63,,0,5617964,2446478
,,,33000,0
,,,37954,0
,,,38490,15894
2,,0,357408,77626
,,,1476,0
2,,66817,67284,50825
2,,325473,335475,43143
22,42,1700349,773513,276522
0,,0,2473,0
203,105,3574308,4051323,2495944
0,25,46095,53390,0
0,0,7033,4059,0
1,200,243979,175593,49738
,,,41000,0
,,,173765,0
,,,74655,0
,,,4500,0
,,,131257,26717
,,,44132,0
,,,26941,0
,,,1281,0
,,,21891,0
,,,149350,45852
,,,56118,0
,,,445,0
,,,7304,0
,,,3226,0
,,,64387,0
,,,11280,0
,,,106217,70566
,,,49562,34222
0,300,0,203668,0
0,,928,126915,0
0,114,109284,84125,2000
0,,222232,233049,46287
2,10,468604,449299,58910
1,13,623025,674091,97897
217,487,12805156,14492557,12788036
0,,314069,192505,0
0,0,24816,32521,0
17,3,518733,569021,296281
0,,98192,97524,0
0,,0,232719,120000
0,,279173,258554,0
1,15,178763,0,0
0,,1417792,1572433,603675
0,,87640,39881,8083
0,10,99630,136639,0
29,15,987657,929428,541655
0,2,110461,201495,0
1,,148640,254714,51980
2,3,188757,320735,122899
0,,259859,469368,0
20,26,489026,454004,242401
5,13,1099649,866322,324919
8,23,1517632,2007086,672292
0,0,46512,66126,0
0,,102852,254958,0
0,225,370661,383487,0
0,,809534,800215,278598
0,6,25532,38270,0
0,0,26772,0,0
0,,13329,10002,0
4,11,488600,652361,456932
0,,107113,100990,0
1,8,608113,726204,97086
0,0,178531,199453,45000
0,,0,417382,0
14,0,438496,389456,195409
0,40,47138,58949,0
2,55,620608,468751,125057
72,72,689148,631311,427292
5,5,759175,593064,204610
13,,532050,595435,321611
0,150,30609100,24965984,0
0,,336166,17369,0
0,,40711,29914,0
0,,0,0,0
11,,215315,142275,30293
0,20,105497,105496,0
0,,0,242000,168792
6,,141997,67161,77371
0,,342927,105618,19735
2,50,324505,277887,66689
0,,6425,9494,0
4,,412862,58722,188585
74,4,183738,205591,66821
0,,30973,27862,0
0,10,90469,101808,0
0,40,182065,252101,0
0,5,173509,138250,0
,,,7038,0
,,,31679,0
,,,-1448,0
,,,30599,0
,,,7900,0
,,,57797,0
,,,53168,0
,,,15879,0
,,,95870,96292
,,,35256,0
,,,71380,31108
,,,945,0
,,,91597,0
,,,76845,0
,,,2586,0
,,,120080,0
,,,130081,6000
,,,112435,0
,,,10250,0
,,,46119,0
,,,41200,0
,,,115202,0
,,,2458,0
,,,40793,0
,,,20273,0
,,,47808,0
,,,63904,52104
,,,2186,0
,,,48831,0
,,,12205,0
,,,65494,0
,,,15000,0
,,,43774,0
1,10,115334,174256,140274
10,22,1628475,1600438,992902
0,25,160901,267498,0
0,,91548,85690,0
0,1,0,49020,0
0,50,209433,208168,63000
10,,276654,230445,170698
13,,1615733,545384,553879
12,21,375962,506746,271335
9,,169420,178677,137796
23,325,1604766,1832101,1096738
0,2082,466082,509020,0
,,,191601,38433
,,,50619,0
,,,13200,0
,,,0,0
,,,28413,0
,,,29064,0
,,,133064,0
,,,110981,0
,,,34200,0
,,,165854,0
,,,74745,0
,,,87874,16000
,,,24874,0
,,,73032,0
,,,51453,0
,,,21946,0
,,,0,0
,,,37286,0
,,,7037,0
,,,75519,0
,,,0,0
,,,149298,26505
,,,3600,0
,,,48412,0
,,,45949,0
,,,34244,0
,,,32460,11675
,,,63638,50564
,,,181628,16800
,,,28207,0
,,,87178,0
,,,11023,0
,,,57998,0
0,40,142301,140143,0
2,,235837,264995,27206
4,,365102,556856,69298
0,9,363902,427918,0
35,50,500816,351611,18239
,,,48138,12800
30,,255069,304105,176856
,,,91340,0
,,,7800,0
2,0,196917,191214,23219
2,3,97543,353695,157356
5,574,682855,381718,87864
,,,4229,0
,,,114338,0
,,,186036,75151
0,20,68232,76456,0
,,,0,0
2,3,296531,301703,47384
7,75,248976,355257,69976
16,,259528,350225,185524
974,527,7915993,9633339,6547871
2,,2204900,5290855,84577
8,15,312272,425224,162081
0,,58870,33443,0
1,0,2042381,2645392,429402
28,,348799,963204,542520
9,60,438872,311038,194920
9,50,430225,469535,376737
27,18,369330,432487,273624
0,6,165577,183648,0
0,7,92065,103031,0
0,,146866,143645,0
0,7,81463,78085,0
0,,0,55482,0
0,0,139656,188932,13342
0,,104645,126923,0
0,32,165566,209222,0
8,,269506,312231,177406
1,5,5380,468141,2618
2,,93433,143372,38329
5,168,357580,593891,204455
7,37,899367,1402418,413529
0,0,242677,414088,0
4,25,228868,225752,130954
12,1,1077590,1190255,490892
0,0,30948,46049,0
5,45,309451,347121,161885
2,24,72551,200570,47359
0,0,130015,130015,0
,,,31125,0
,,,73042,22919
,,,81398,53716
,,,1189,0
,,,10015,0
,,,136650,0
,,,17768,0
,,,17793,0
,,,92234,0
,,,43760,0
,,,47798,4618
,,,5633,0
,,,267,0
,,,161587,0
,,,69877,4400
,,,52919,20993
,,,95571,3472
,,,48921,0
,,,102092,0
,,,148478,0
,,,14459,0
,,,87397,0
,,,50401,0
,,,70883,0
,,,32005,0
,,,70392,0
,,,95119,0
,,,90086,0
0,0,542944,579155,0
1,,0,362428,54148
0,0,14326,206500,0
0,15,182262,171132,0
34,,396511,466438,262599
1,10,477833,104629,32582
0,,2171,9028,2825
4,11,858033,402588,228733
0,,647405,649704,0
0,,68328,65032,0
3,,217103,206994,168531
5,100,266370,321645,152348
0,100,252293,294789,101292
8,150,2391368,2968267,450536
0,,54498,107886,0
14,5201,4041942,7236332,913597
16,10,3971532,7223326,607625
45,,4147405,3473815,2252536
0,0,254918,406044,0
93,,3554319,3707581,2463578
16,0,478955,379071,272694
9,7,356871,362050,227986
39,0,585964,672173,154859
0,,382496,400323,0
0,5,121061,223204,0
0,,1200000,275000,0
1,0,245714,146884,25764
1,48,63296,65622,0
19,108,737771,741296,425503
0,,34047,62214,11219
0,,25608,18593,0
0,,203615,219131,0
6,0,373996,381118,88630
8,15,204175,335811,199114
10,215,255786,296851,93861
0,,282527,273236,0
0,,300752,232949,0
24,120,464872,473437,246311
4,,149927,197699,93328
0,5,99594,99594,0
0,0,0,199553,0
37,1087,1798317,1581641,1027352
0,3,0,206122,0
0,11,5542,7223,0
0,,376741,128184,0
2,4,694020,1194087,62676
88,7,305542,303216,184055
4,30,581642,419047,234265
34,150,5811394,6196584,3599396
35,,753111,825885,374126
0,5,1300637,18087,0
0,0,62824,62195,0
0,,0,955383,0
1,925,716792,466401,67820
5,68,225832,268964,92455
0,,135308,103160,0
0,,632145,115707,0
7,6,401478,342242,137387
,,,98925,11000
,,,115204,81541
,,,80400,0
,,,46265,0
,,,19507,0
,,,75470,0
,,,652,0
,,,33244,26829
,,,11713,2954
,,,51117,0
,,,3921,0
,,,154848,0
,,,47496,0
,,,2676,0
,,,95668,0
,,,5658,0
,,,152077,19300
,,,11857,0
,,,145918,65628
,,,86875,0
,,,0,0
,,,500,0
,,,0,0
,,,42321,0
,,,52612,0
,,,27334,0
,,,11328,0
,,,773,0
,,,64183,0
,,,45628,0
,,,115028,0
,,,0,0
,,,100709,26676
,,,18499,0
,,,120826,0
,,,113065,0
,,,123522,43543
,,,124560,0
,,,137421,10283
0,,8935,4024,0
21,1090,1205718,1769647,674103
0,0,2102257,161438,0
0,100,0,290562,0
9,0,4517751,4205196,831259
6,125,233107,217596,28554
0,5,1100,74000,0
1,15,81362,95409,67900
6,,0,217479,63213
12,203,687665,1001144,433336
323,,3632665,3456332,3087788
0,10,270112,347567,0
0,,233063,279291,0
12,,3473256,3566113,832273
7,40,17610329,18949067,462829
39,438,1985393,1663718,886322
68,40,776103,983269,479577
3,,487633,395731,97377
5,55,207528,298789,139590
0,,15836,69832,7712
0,35,509807,223000,0
0,0,241592,63638,0
10,98,397319,634674,218216
0,,55338,261037,33119
0,20,120848,181968,0
0,0,128620,75443,0
,,,16920,0
,,,148907,0
,,,7784,0
,,,25065,0
,,,102982,0
,,,78723,0
,,,19640,1971
,,,113200,0
,,,1002,0
,,,3018,0
,,,11347,0
,,,69643,0
,,,130254,86837
,,,72869,53859
,,,116121,0
,,,44203,3300
,,,38088,15900
,,,113110,0
,,,57285,12918
,,,13091,0
,,,121168,105495
,,,138173,0
,,,284,0
,,,20972,21032
0,30,53648,109439,0
16,24,408233,407275,331499
6,150,63240,124955,40623
0,100,55561,52228,0
20,30,528982,416683,252677
0,0,101217,109083,0
0,,175300,166898,0
,,,15700,0
,,,30988,0
,,,196605,69328
,,,9729,0
,,,27239,0
,,,71629,0
,,,15000,0
,,,9802,0
,,,78321,0
,,,61895,0
,,,18922,0
,,,188,0
,,,31983,0
,,,134023,10000
,,,14248,0
,,,45116,0
,,,15419,0
,,,10345,0
,,,42817,0
,,,34017,0
,,,47242,0
,,,124850,0
,,,65077,0
,,,2056,0
,,,1000,0
,,,76468,0
2,,317520,578082,100542
,,,80664,0
,,,3473,0
,,,78928,0
,,,59873,0
,,,86300,29550
,,,2800,0
0,5,155646,133381,0
,,,68570,0
,,,90284,0
1,,50327,70036,38400
3,,299350,376650,125548
0,,179612,181676,62516
0,6,0,10000,0
10,30,376709,451893,301486
0,,4482486,4346995,0
44,160,1540586,1424772,926406
560,0,35355930,45298981,26142974
2,,123500,49423,270442
2,16,5091065,4846859,303324
0,,639960,600038,0
0,0,27118,27502,0
0,,30483,32845,0
0,,110408,174689,0
14,,466563,522842,270136
3,,596248,667176,178029
0,131,329482,349678,105016
0,45,408762,106025,10000
4,100,307654,322239,128985
49,18,591257,450215,272668
0,,1450,0,0
0,,26234,38510,0
10,120,310790,305695,146519
0,0,3100,0,0
0,33,348748,83856,0
0,13,80550,89099,0
2,1,41514,51393,3660
0,0,339173,350567,0
0,0,7100,15500,0
0,,0,208066,12200
0,,1574990,174336,0
0,,196181,73730,0
13,,187880,687633,229959
7,43,491380,594567,324690
14,40,760058,1264807,534881
,,,113403,0
,,,95271,87819
,,,67872,0
,,,81459,5500
,,,148246,0
,,,2541,0
,,,126147,0
,,,85170,0
,,,30214,14400
,,,28476,0
,,,175290,104736
,,,29878,0
,,,41053,10616
,,,1918,0
,,,62879,0
,,,151029,25329
,,,30,0
,,,0,0
,,,101880,50400
,,,7280,0
,,,66093,0
,,,12768,0
0,,279035,244471,0
33,30,82261,24241,17690
0,,614106,545769,0
4,95,120840,143929,69917
0,50,471037,426361,0
28,44,1248321,1204406,991904
4,1600,201862,296154,124358
29,687,1276867,1298333,756812
3,0,428843,432811,111795
19,60,1593770,1999479,976579
8,0,500000,10550135,1010561
1,2,66516,1241,4601
1,,112272,71651,16833
0,18,161125,311170,0
,,,53814,0
,,,65729,0
,,,91984,54764
,,,134773,23965
,,,76140,0
,,,46015,0
,,,98401,0
,,,7454,0
,,,0,0
,,,52448,0
,,,154078,97901
,,,66853,0
,,,29241,0
,,,48633,0
,,,57836,0
,,,1865,0
,,,5989,0
,,,8972,7919
,,,47938,24084
,,,154991,0
,,,155410,1598
,,,63863,40894
,,,38367,0
,,,95460,0
,,,42199,0
233,20,6330058,6573855,4325428
71,,968233,767841,394961
,,,56269,0
,,,120600,0
,,,149733,91319
,,,475,0
,,,31311,0
,,,55309,0
0,0,1715,7843,0
2,0,297035,933212,168445
14,10,143953,211598,136698
5,2,291663,278564,190640
7,224,82231,235377,78920
5,247,358092,304846,123074
0,9,476620,445977,287470
3,0,407581,321760,112672
90,,2762503,2746957,1518829
0,0,104272,102923,0
0,50,90204,81308,0
35,15,78237,109376,0
0,,217305,21338,0
7,,535406,1017449,219251
,,,154643,54046
,,,3811,0
,,,118375,0
,,,21449,0
,,,172950,51578
,,,93215,49384
,,,57310,0
,,,38469,0
,,,84998,0
,,,61751,0
,,,15730,0
,,,32883,0
,,,7725,0
,,,37900,0
,,,49580,0
,,,43416,1000
,,,131009,0
,,,62452,7800
,,,72068,0
,,,162691,85025
,,,5417,0
,,,70726,0
,,,171512,0
,,,21134,0
,,,31411,0
,,,92592,2535
,,,7088,0
,,,0,0
,,,17742,0
,,,15105,0
,,,82835,0
,,,87966,37188
,,,106734,0
,,,100513,0
,,,57004,46200
,,,104,0
,,,43976,0
,,,16165,0
,,,76597,0
,,,115341,18316
,,,61017,0
,,,118492,6700
,,,26944,0
,,,10750,0
,,,44351,2237
,,,0,0
,,,27861,0
,,,16964,0
,,,1500,0
,,,78842,0
,,,186255,9885
,,,133843,5254
,,,33903,0
,,,35458,0
,,,69572,0
,,,55598,0
,,,34560,0
,,,22616,0
,,,129339,0
,,,29960,0
,,,17853,0
,,,81692,64356
,,,-306,0
,,,131907,0
,,,11560,0
,,,136868,64738
,,,23028,0
,,,38213,0
,,,14182,0
,,,78996,0
,,,38067,0
,,,46963,0
,,,69485,48376
3,31,246743,1637568,196827
22,40,2101498,1403922,765625
0,,209301,366733,52244
6,30,457424,384756,80843
0,,120965,275710,0
22,12,890167,1241372,401685
26,13,451686,499411,276640
5,762,165611,173376,122120
0,7,220181,227793,37543
14,16,414858,194132,53241
0,5,14600,15400,0
,,,0,0
,,,55167,18845
,,,77680,0
,,,109508,0
,,,165307,0
,,,9754,0
,,,21018,0
,,,8034,0
,,,141356,0
,,,48552,0
,,,4550,0
,,,26905,0
,,,90791,60020
,,,-4355,0
,,,20005,0
,,,53585,10713
,,,31509,2730
,,,2487,0
,,,108456,0
,,,12923,0
,,,133988,0
,,,68682,11810
,,,49860,0
,,,4958,0
,,,68888,0
,,,0,0
,,,35433,0
,,,40866,0
,,,6453,0
,,,70798,0
,,,111274,0
0,100,853185,218896,0
0,20,100567,195207,0
0,150,116660,96294,0
16,,265207,255190,136232
0,,0,71884,0
,,,9710,0
,,,36674,0
,,,152500,38400
,,,39589,0
,,,7164,0
,,,13634,0
,,,31783,0
,,,81195,0
,,,130193,81289
,,,912,0
,,,3337,0
,,,8237,0
,,,42808,0
,,,33677,0
,,,0,7591
,,,49141,0
,,,59818,0
,,,58612,0
,,,17014,0
,,,35260,0
,,,155463,0
,,,112739,0
,,,69759,0
,,,13967,0
,,,6678,0
,,,38580,0
,,,0,0
,,,191250,8400
,,,59812,26500
,,,41616,23333
,,,0,0
,,,29848,0
,,,105587,53176
,,,141598,96298
,,,0,0
,,,9073,0
,,,109925,37228
,,,76200,0
,,,151607,0
11,0,228562,225236,167551
0,0,457623,434943,0
9,0,99564,138586,70019
16,0,258031,553708,254897
0,22,105981,99865,0
,,,18200,0
,,,171323,0
,,,56087,0
,,,66335,0
0,9,0,911062,0
,,,100416,0
,,,149817,17937
0,,64478,77045,11710
0,25,233572,209501,87082
,,,29682,0
6,0,252200,212115,181881
21,356,697195,444238,361335
0,0,47655,66212,0
0,0,259203,268209,0
0,,28125,18024,0
0,,173544,160176,0
1,0,62732,64885,27288
0,,158956,119826,0
0,13,0,200448,0
0,3,92420,92267,6000
0,5,0,331333,0
5,,226465,221728,143782
0,,670804,663589,345519
24,2,322336,317219,231959
0,0,237720,245439,0
0,1,328955,70500,0
16,70,1611756,1859724,705813
11,,484681,535278,446189
0,0,158616,177413,0
0,,216575,424761,0
7,,290856,262967,204637
0,,50421,81073,15564
3,15,431273,248136,67723
5,,1726126,1802712,274264
0,,0,298028,0
0,5,35012,116687,0
0,400,121528,147119,0
0,,33243,65149,0
19,,627600,717057,140802
1,0,216106,216254,107241
0,0,423055,390072,157161
3,0,716809,704897,378660
8,,1245718,1272225,358872
2,6,266633,285564,65962
1,,0,117555,30600
0,,147580,153198,0
0,15,174939,312267,0
0,,134344,115701,0
0,,24788,17844,0
0,16,75550,86825,0
0,0,182710,235713,21951
0,0,124912,1250644,0
,,,84020,0
,,,12438,0
,,,18242,0
,,,130498,0
,,,4393,0
,,,111663,77173
,,,131357,69132
,,,56041,21646
,,,59558,0
,,,110443,49655
,,,120154,0
,,,0,0
,,,81319,0
,,,69742,0
,,,22677,0
,,,58582,0
,,,38120,10749
,,,42392,2880
,,,127302,0
,,,0,0
,,,49580,0
,,,2916,0
,,,92507,0
,,,57871,0
,,,91561,0
,,,69557,0
,,,39973,0
,,,8057,0
,,,68834,0
,,,85846,0
,,,725,0
,,,11810,0
,,,80324,24000
,,,120734,0
,,,68193,50853
,,,41075,15250
0,,442276,383586,287784
1,,204601,247950,13000
,,,91332,34815
6,,502275,531406,150388
0,14,23498,23379,0
0,25,2675408,2699743,646558
6,47,146597,115964,71503
,,,57181,0
0,5,1508847,2406274,0
0,2,75994,93479,0
,,,37555,0
2,,217096,320886,161604
0,75,840240,424000,32598
1,0,117389,164862,30311
0,26,394345,471587,309935
0,,207869,213629,77781
0,7,242119,280408,6000
15,215,332083,283857,169590
0,,14750,4964,0
0,35,51943,65579,0
0,350,223318,251807,0
0,,1515256,1324780,0
0,20,109818,265632,0
0,,19487,16649,0
15,12,199195,498888,87472
0,,12954,0,0
0,,343818,353148,0
14,7,0,208833,59021
7,,213969,144469,104645
0,,0,284832,0
2,10,1037885,1058153,215549
22,,388295,401316,285587
0,0,116855,120251,0
0,25,28758,59663,0
0,357,67374,57209,19200
10,100,630069,558130,209058
0,,74372,1739202,0
0,20,3014790,3008656,685014
0,,10000,10000,0
5,,505351,664331,204969
0,0,1819009,139543,0
0,159,595135,440383,0
0,4,128342,92916,0
0,0,163319,36175,0
2,,917162,986197,204519
1,15,0,200319,37419
4,,371340,504287,177989
0,,61941,108305,46053
0,0,101610,43439,0
0,,15,11,0
0,,47540,128253,0
0,,229904,239116,0
50,350,1483117,1657783,615418
69,0,654796,495125,444285
0,20,12635,20650,0
2,8,74546,108014,40584
6,5,194276,257133,44381
0,6,197907,185685,0
1,0,375953,407784,94733
0,0,48451,676264,16297
0,,335150,455160,0
1,47,108807,205586,102368
5,0,1101885,567473,365835
0,,6605,5283,0
1,25,0,77009,8750
0,4,48845,14817,588
5,3,793981,810396,241001
0,20,170578,153912,0
0,0,67273,18024,6674
5,0,1609883,1882430,300499
0,20,876773,62325,0
0,,156959,162331,0
0,0,52222,116216,0
2,100,496406,575092,36127
5,1400,249346,217544,103990
13,2,416428,446067,277619
0,4,38077,49555,0
2,,151479,138541,38754
0,,0,473393,0
0,20,15535,67953,0
6,0,1410051,1103676,640806
0,6,95959,95959,0
2,,499007,549449,101283
29,11,528851,507838,144351
0,,437692,32448,0
254,,24661844,25007817,14013545
0,0,18313,28060,0
96,,3778274,3471306,1287212
0,50,196176,200272,0
6,,703024,529016,228214
0,,9495,10961,0
0,,33857,18617,3710
1,50,133896,212905,18301
0,0,435,512,0
1,40,212194,273631,54995
,,,135388,0
,,,35000,32443
,,,295,0
,,,70020,0
,,,19115,0
,,,66731,0
,,,12450,0
,,,5000,0
,,,196554,18901
,,,100485,12210
,,,123100,74042
,,,110495,0
,,,37620,0
,,,5399,0
,,,1137,0
,,,104150,0
,,,50,0
,,,0,0
,,,120071,13995
,,,79826,0
,,,44241,0
,,,101005,0
,,,55866,0
,,,360,0
,,,121408,47715
,,,119114,0
,,,6181,0
,,,130298,0
,,,73881,0
,,,64786,0
,,,54587,3075
,,,980,0
,,,52244,0
5,,242016,205397,52793
0,236,2408181,2967740,0
3,18,284581,381387,119263
0,,162843,152090,0
5,505,630526,521097,213652
0,355,352293,313839,0
831,203,16715711,17575231,6867581
9,75,198848,222629,102948
51,,825115,763324,549737
42,2297,13068659,11021823,2837693
4,32,223659,413338,171338
3,300,427515,373717,173456
0,7,57901,118180,0
0,,147081,159296,36601
5,3,377172,388904,55933
1,550,351874,350163,65132
0,0,1500,21979,0
9,50,411546,407044,298110
15,,1772920,1734708,942920
0,100,0,53237,0
4,,0,218723,90103
3,0,927184,634057,105552
0,10,59553,31626,0
2,100,154449,227631,95823
0,150,245234,258850,0
245,0,1896732,2101747,1272145
10,,432278,402952,122917
0,,-1557,49900,0
0,0,132000,132000,0
13,,4170680,3599223,370995
68,695,1304417,1286663,742664
1,,112062,152590,100581
0,0,579,518,0
8,0,589844,759925,329308
0,20,134493,133776,0
,,,98153,31181
,,,0,0
,,,129961,62049
,,,143235,0
,,,6893,0
,,,82102,31672
,,,70523,0
,,,176236,43536
,,,53274,0
,,,120631,0
,,,113260,0
2,4,400890,309467,84328
0,125,165329,194056,0
0,,219566,198447,0
0,,0,52423,0
0,25,7587,-12198,0
5,0,429816,430491,227488
23,,2607315,3116295,1009616
,,,119,0
,,,74058,18661
,,,13646,0
,,,80701,0
,,,53867,1419
,,,26450,0
,,,2628,0
,,,73165,0
,,,76518,49622
,,,7757,1500
,,,0,0
,,,600,0
,,,94965,0
,,,148043,16820
,,,138783,3951
41,150,2454485,3005002,1738696
,,,57301,28327
,,,47057,0
,,,4192,0
,,,362,0
,,,122032,0
,,,75995,14400
,,,75006,0
,,,27132,0
,,,77324,32613
0,0,74731,55361,10080
,,,71859,0
,,,86470,0
,,,47473,0
,,,104598,0
49,,825406,807153,548473
0,65,76606,71516,0
0,,187214,232877,0
4,,1049254,1188319,261730
0,95,455687,450666,21000
0,81,184890,237913,0
0,125,77309,71938,0
45,1906,2433894,2743258,1673465
3,10,305245,305106,59055
16,,327091,341748,226366
41,,0,707494,480930
0,,33809,42090,49667
0,,22792,24609,0
8,36,251158,690052,362671
0,0,228375,200121,104506
0,,2119091,2655087,323812
18,4,169163,153463,117756
0,,1080622,1259804,0
0,11,169615,98440,0
0,,41300,46381,0
0,12,228841,225714,2335
0,4,361366,358200,0
0,25,236483,223701,125250
4,210,561176,754307,212408
2,,0,72917,18035
2,,1312038,1487963,198702
8,75,246784,204721,0
213,0,6678314,6775893,5217299
0,,30280,60907,0
,,,107939,0
,,,80756,39600
,,,12737,0
,,,74354,0
,,,31119,8160
14,215,1333766,451015,254599
23,8,209173,239156,177623
,,,0,0
,,,52747,17705
,,,44744,0
,,,175885,10027
54,250,4143318,4255434,1355542
1,0,358773,331687,38963
2,,114576,130515,39805
7,0,299619,483323,127256
,,,2500,0
0,,251685,481906,0
